-999;SUMMARY;ATMG-A;mg;15.0;NAN;NAN
-999;SUMMARY;B12;µg;2.4;NAN;NAN
-999;SUMMARY;B6;mg;1.7;NAN;NAN
-999;SUMMARY;BIOT;µg;30.0;NAN;NAN
-999;SUMMARY;CA;mg;1200.0;NAN;NAN
-999;SUMMARY;CHOLN;mg;550.0;NAN;NAN
-999;SUMMARY;CU;mg;0.9;NAN;NAN
-999;SUMMARY;D-IU;IU;800.0;NAN;NAN
-999;SUMMARY;D3+D2-µG;µg;20.0;NAN;NAN
-999;SUMMARY;DFE;µg;400.0;NAN;NAN
-999;SUMMARY;FE;mg;8.0;NAN;NAN
-999;SUMMARY;K;mg;4700.0;NAN;NAN
-999;SUMMARY;MG;mg;420.0;NAN;NAN
-999;SUMMARY;MN;mg;2.3;NAN;NAN
-999;SUMMARY;N-MG;mg;16.0;NAN;NAN
-999;SUMMARY;NA;mg;1200.0;NAN;NAN
-999;SUMMARY;P;mg;700.0;NAN;NAN
-999;SUMMARY;PANT;mg;5.0;NAN;NAN
-999;SUMMARY;RAE;µg;900.0;NAN;NAN
-999;SUMMARY;RIBO;mg;1.3;NAN;NAN
-999;SUMMARY;SE;µg;55.0;NAN;NAN
-999;SUMMARY;TDF;g;30.0;NAN;NAN
-999;SUMMARY;THIA;mg;1.2;NAN;NAN
-999;SUMMARY;VITC;mg;90.0;NAN;NAN
-999;SUMMARY;VITK;µg;120.0;NAN;NAN
-999;SUMMARY;ZN;mg;11.0;NAN;NAN
-999;SUMMARY;18:2undiff;g;14.0;NAN;NAN
-999;SUMMARY;18:3undiff;g;1.6;NAN;NAN
-999;SUMMARY;H2O;g;3700.0;NAN;NAN
-999;SUMMARY;KCAL;kCal;0;NAN;NAN
-999;SUMMARY;PROT;g;0;NAN;NAN
-999;SUMMARY;FAT;g;0;NAN;NAN
-999;SUMMARY;CARB;g;0;NAN;NAN
